"id","success","big_hit","backers_count"
356568965,"YES","NO",607
356585089,"YES","NO",18
356591985,"NO","NO",0
356595222,"YES","NO",48
356607149,"NO","NO",0
356620585,"NO","NO",21
356630600,"YES","NO",134
356671295,"YES","NO",117
356671593,"YES","YES",240
356676181,"NO","NO",13
356702345,"NO","NO",45
356703978,"YES","YES",2957
356704598,"NO","NO",30
356740982,"NO","NO",423
356750756,"YES","NO",115
356760972,"NO","NO",57
356772698,"YES","NO",55
356816865,"NO","NO",11
356822352,"NO","NO",4
356822355,"YES","NO",15
356837370,"NO","NO",9
356847792,"YES","NO",36
356855669,"NO","NO",0
356896440,"YES","NO",87
356918469,"NO","NO",16
356942052,"NO","NO",7
356952738,"NO","NO",41
357020447,"YES","NO",331
357028953,"NO","NO",10
357044743,"NO","NO",5
357135502,"NO","NO",0
357145497,"YES","YES",45
357155391,"NO","NO",3
357162115,"NO","NO",6
357175938,"NO","NO",4
357182440,"NO","NO",0
357183338,"YES","NO",70
357212626,"NO","NO",20
357216996,"YES","NO",53
357218549,"NO","NO",4
357239352,"NO","NO",1
357267481,"YES","NO",61
357278838,"NO","NO",85
357316374,"NO","NO",31
357321065,"NO","NO",47
357323884,"NO","NO",1
357334276,"YES","YES",157
357337962,"YES","NO",30
357341021,"NO","NO",2
357341024,"NO","NO",9
357345865,"NO","NO",3
357346183,"YES","NO",9
357367597,"NO","NO",14
357378930,"NO","NO",26
357383908,"YES","YES",1244
357402390,"NO","NO",2
357437572,"NO","NO",9
357459428,"NO","NO",55
357561110,"NO","NO",6
357595448,"YES","NO",77
357620688,"YES","NO",95
357696842,"YES","YES",21
357711231,"NO","NO",3
357711643,"NO","NO",51
357732404,"NO","NO",0
357752227,"YES","NO",23
357863627,"NO","NO",0
357903794,"NO","NO",12
357907910,"YES","YES",1510
357916293,"NO","NO",5
357930292,"YES","NO",18
357969158,"NO","NO",30
357980234,"NO","NO",4
357991760,"NO","NO",2
358037345,"NO","NO",21
358041279,"YES","NO",53
358043230,"NO","NO",2
358051408,"NO","NO",1
358093976,"YES","YES",43
358097642,"NO","NO",0
358103129,"NO","NO",22
358122756,"NO","NO",6
358123523,"NO","NO",8
358156856,"NO","NO",25
358172723,"YES","NO",108
358205856,"NO","NO",31
358233776,"NO","NO",7
358235484,"NO","NO",1
358294456,"NO","NO",1
358295230,"NO","NO",223
358295412,"NO","NO",5
358296098,"NO","NO",2
358318476,"NO","NO",25
358358699,"NO","NO",4
358394418,"NO","NO",0
358436431,"YES","NO",38
358499331,"YES","YES",135
358516752,"YES","YES",680
358532311,"NO","NO",35
358604054,"NO","NO",4
358618053,"YES","NO",59
358658346,"YES","NO",17
358660930,"YES","NO",40
358682893,"NO","NO",10
358696942,"NO","NO",0
358703739,"YES","YES",79
358757640,"YES","NO",11
358791373,"NO","NO",1
358814278,"YES","NO",10
358834661,"YES","NO",265
358854828,"NO","NO",4
358859136,"YES","NO",45
358877019,"NO","NO",3
358878140,"YES","NO",37
358910116,"NO","NO",0
358960678,"NO","NO",0
358982216,"NO","NO",7
358989887,"NO","NO",247
358990434,"NO","NO",11
359013399,"YES","NO",62
359017040,"NO","NO",7
359034939,"NO","NO",0
359075964,"NO","NO",124
359088455,"NO","NO",2
359119486,"NO","NO",10
359126422,"NO","NO",17
359146684,"NO","NO",1
359155910,"YES","NO",349
359182152,"YES","NO",40
359188019,"NO","NO",10
359203418,"NO","NO",0
359211704,"YES","YES",164
359232134,"YES","NO",68
359250481,"NO","NO",108
359252727,"YES","NO",731
359254569,"YES","YES",269
359256772,"NO","NO",2
359275030,"NO","NO",17
359276752,"NO","NO",2
359326352,"YES","NO",125
359346570,"NO","NO",12
359351528,"NO","NO",1
359379150,"NO","NO",0
359409886,"NO","NO",7
359424573,"YES","NO",114
359439193,"NO","NO",5
359499606,"NO","NO",1
359533488,"NO","NO",1
359533811,"YES","YES",420
359569339,"YES","NO",67
359574334,"NO","NO",1
359589823,"NO","NO",25
359592505,"NO","NO",40
359608604,"YES","NO",152
359612794,"NO","NO",140
359653503,"YES","NO",25
359658646,"NO","NO",3
359664543,"NO","NO",14
359701042,"YES","NO",299
359745302,"NO","NO",10
359747163,"NO","NO",44
359759881,"NO","NO",2
359762181,"YES","NO",72
359783334,"NO","NO",0
359797855,"YES","NO",91
359802452,"YES","YES",77
359827077,"NO","NO",23
359852441,"NO","NO",0
359874575,"YES","NO",17
359896535,"NO","NO",19
359915455,"NO","NO",6
360009667,"NO","NO",6
360040940,"NO","NO",1
360112706,"YES","YES",711
360161564,"YES","NO",94
360193366,"NO","NO",5
360195157,"YES","NO",333
360204783,"YES","NO",24
360244737,"NO","NO",4
360268172,"YES","NO",35
360269117,"NO","NO",4
360278580,"NO","NO",5
360292082,"NO","NO",25
360314457,"NO","NO",10
360337708,"NO","NO",6
360360233,"NO","NO",12
360382250,"NO","NO",2
360390836,"YES","NO",27
360407714,"YES","NO",24
360413767,"YES","YES",17
360428036,"YES","NO",81
360440951,"NO","NO",5
360484569,"NO","NO",19
360531294,"YES","NO",96
360577228,"NO","NO",0
360609570,"YES","YES",45
360643660,"NO","NO",1
360686960,"YES","NO",88
360691837,"YES","YES",314
360708698,"NO","NO",8
360751922,"NO","NO",9
360762569,"YES","NO",161
360778460,"YES","YES",30
360809573,"NO","NO",1
360810787,"NO","NO",6
360853000,"NO","NO",13
360873440,"YES","NO",92
360955000,"NO","NO",7
360970367,"NO","NO",1
361000243,"YES","NO",103
361018563,"NO","NO",13
361025012,"NO","NO",0
361037142,"NO","NO",10
361045268,"NO","NO",3
361089393,"YES","YES",2127
361098056,"NO","NO",73
361108637,"NO","NO",4
361124279,"YES","NO",73
361178459,"NO","NO",4
361197205,"NO","NO",7
361201201,"NO","NO",66
361316526,"NO","NO",2
361321496,"YES","NO",22
361322638,"NO","NO",0
361341790,"YES","YES",326
361393900,"NO","NO",6
361412385,"NO","NO",13
361415388,"NO","NO",114
361421197,"NO","NO",11
361436551,"NO","NO",6
361439878,"YES","YES",111
361442665,"YES","NO",166
361477329,"YES","NO",35
361494736,"NO","NO",5
361526687,"NO","NO",32
361550746,"YES","NO",47
361612588,"YES","NO",39
361620517,"YES","YES",39
361646737,"NO","NO",1
361663710,"YES","NO",15
361691525,"NO","NO",0
361731865,"YES","YES",19
361732411,"YES","YES",970
361743205,"NO","NO",1
361764900,"NO","NO",21
361769723,"NO","NO",7
361798144,"NO","NO",5
361859883,"NO","NO",18
361863028,"NO","NO",1
361866623,"NO","NO",0
361886950,"NO","NO",12
361890770,"NO","NO",90
361894137,"NO","NO",20
361909630,"NO","NO",1
361919175,"NO","NO",26
361937352,"YES","NO",2416
361938830,"NO","NO",21
361943296,"YES","NO",38
361979953,"NO","NO",124
362018711,"NO","NO",3
362050100,"YES","NO",80
362053702,"NO","NO",1
362069867,"NO","NO",22
362079887,"NO","NO",60
362087892,"YES","NO",11
362088386,"YES","NO",65
362102111,"NO","NO",1
362103609,"YES","NO",33
362117918,"NO","NO",8
362122988,"NO","NO",0
362188133,"NO","NO",16
362191794,"YES","YES",35
362206373,"YES","NO",285
362220187,"YES","NO",26
362250214,"YES","NO",13
362350262,"YES","NO",25
362385919,"NO","NO",0
362395638,"NO","NO",5
362400509,"YES","NO",47
362427683,"NO","NO",1
362437655,"NO","NO",14
362446262,"YES","YES",88
362483082,"NO","NO",51
362491944,"NO","NO",14
362535650,"NO","NO",6
362545826,"NO","NO",14
362557949,"NO","NO",12
362567333,"NO","NO",9
362584163,"NO","NO",3
362639691,"YES","NO",36
362687062,"YES","NO",19
362694375,"YES","NO",45
362699747,"YES","NO",157
362730412,"NO","NO",22
362753566,"YES","NO",44
362776536,"NO","NO",1
362782723,"YES","YES",128
362788048,"NO","NO",7
362791243,"NO","NO",20
362834943,"YES","NO",29
362875483,"YES","NO",75
362902023,"NO","NO",69
362922457,"YES","YES",41
362936134,"YES","NO",118
362936201,"YES","NO",78
362967723,"NO","NO",0
362991105,"NO","NO",77
363002693,"NO","NO",1
363035250,"NO","NO",0
363049915,"NO","NO",1
363052646,"NO","NO",25
363115113,"NO","NO",1
363149174,"YES","YES",107
363165257,"NO","NO",10
363207696,"YES","NO",28
363230352,"YES","NO",14
363288925,"YES","YES",103
363289205,"NO","NO",1
363299232,"NO","NO",5
363306588,"NO","NO",0
363312984,"NO","NO",7
363345398,"NO","NO",4
363346817,"YES","NO",39
363365281,"YES","NO",13
363384983,"YES","YES",304
363404529,"NO","NO",3
363447801,"YES","YES",54
363450373,"NO","NO",56
363450963,"YES","NO",107
363459600,"NO","NO",0
363544705,"NO","NO",1
363667077,"YES","NO",36
363687472,"YES","NO",24
363712326,"NO","NO",12
363722461,"YES","YES",42
363741083,"NO","NO",3
363750879,"YES","YES",180
363757058,"NO","NO",4
363758069,"NO","NO",96
363761103,"NO","NO",32
363776025,"NO","NO",5
363778642,"NO","NO",1
363938735,"YES","NO",157
363965485,"NO","NO",0
364000252,"NO","NO",16
364016574,"NO","NO",9
364029241,"NO","NO",5
364042154,"NO","NO",109
364105971,"NO","NO",2
364138881,"NO","NO",22
364171997,"YES","NO",43
364205352,"NO","NO",21
364207801,"NO","NO",6
364270806,"NO","NO",4
364274161,"NO","NO",18
364296990,"YES","NO",25
364346382,"YES","YES",3525
364346479,"NO","NO",5
364358874,"NO","NO",2
364366631,"NO","NO",2
364394229,"NO","NO",3
364399319,"NO","NO",0
364499328,"NO","NO",8
364512437,"NO","NO",18
364616515,"NO","NO",66
364662832,"NO","NO",1
364667250,"NO","NO",6
364685443,"YES","NO",29
364687956,"NO","NO",7
364718440,"YES","YES",202
364761703,"YES","NO",1218
364764305,"NO","NO",13
364782400,"YES","NO",317
364782771,"NO","NO",1
364810507,"NO","NO",6
364841328,"NO","NO",150
364860764,"NO","NO",57
364862475,"NO","NO",2
364878288,"YES","YES",83
364927542,"YES","YES",1119
364929804,"NO","NO",4
364930426,"NO","NO",5
364938295,"NO","NO",0
364943743,"NO","NO",0
365032960,"NO","NO",0
365042443,"YES","YES",2509
365054456,"NO","NO",5
365055537,"YES","NO",44
365059178,"NO","NO",19
365099611,"NO","NO",0
365145567,"NO","NO",11
365170867,"YES","NO",81
365198552,"NO","NO",2
365254270,"NO","NO",17
365258351,"NO","NO",6
365276858,"YES","NO",38
365282712,"YES","NO",93
365299113,"YES","NO",347
365307865,"NO","NO",48
365354476,"YES","NO",147
365387572,"NO","NO",1
365388581,"NO","NO",60
365389044,"NO","NO",1
365394334,"YES","NO",18
365395474,"NO","NO",3
365480930,"NO","NO",314
365511347,"NO","NO",9
365521719,"YES","NO",58
365523968,"NO","NO",84
365547849,"NO","NO",8
365559649,"NO","NO",79
365674362,"NO","NO",6
365689584,"NO","NO",2
365700841,"YES","YES",426
365749052,"NO","NO",3
365769219,"YES","NO",25
365775629,"NO","NO",20
365789094,"NO","NO",1
365795489,"YES","YES",5
365808817,"YES","NO",115
365812218,"NO","NO",2
365836146,"NO","NO",2
365897791,"NO","NO",5
365910989,"YES","YES",1686
365919911,"NO","NO",39
365948877,"YES","NO",349
366016512,"NO","NO",87
366068091,"NO","NO",12
366109609,"NO","NO",14
366118889,"NO","NO",1
366125808,"NO","NO",1
366126386,"NO","NO",1
366141372,"NO","NO",16
366155573,"YES","YES",58
366174287,"YES","NO",105
366180929,"YES","NO",34
366203377,"YES","NO",37
366252051,"NO","NO",27
366258652,"YES","NO",47
366275718,"YES","YES",142
366304667,"NO","NO",3
366317304,"NO","NO",227
366330345,"YES","NO",39
366361516,"YES","NO",274
366365785,"YES","NO",18
366380307,"NO","NO",27
366380694,"YES","YES",37
366395270,"YES","NO",19
366399574,"NO","NO",2
366412853,"NO","NO",32
366413817,"NO","NO",36
366426984,"NO","NO",3
366434210,"YES","NO",278
366455712,"NO","NO",0
366469383,"YES","NO",50
366475042,"NO","NO",20
366529752,"YES","NO",10
366543375,"NO","NO",1
366566352,"NO","NO",38
366610800,"YES","NO",188
366652055,"NO","NO",12
366709126,"NO","NO",19
366738546,"YES","NO",83
366739689,"NO","NO",55
366770257,"YES","NO",68
366800478,"NO","NO",9
366808615,"NO","NO",10
366874824,"YES","NO",34
366875770,"NO","NO",24
366893833,"YES","NO",40
366920486,"NO","NO",7
366934584,"NO","NO",1
366935725,"YES","NO",34
366972642,"YES","NO",124
367118348,"NO","NO",2
367154939,"YES","NO",105
367156030,"YES","NO",3
367180750,"YES","NO",23
367198085,"NO","NO",54
367200196,"NO","NO",34
367213746,"YES","NO",106
367219730,"NO","NO",17
367244408,"NO","NO",3
367314817,"NO","NO",9
367333234,"YES","NO",130
367340329,"YES","NO",145
367346909,"YES","NO",106
367352586,"YES","NO",24
367363384,"NO","NO",1
367364053,"NO","NO",6
367376728,"NO","NO",3
367387486,"YES","NO",51
367400661,"YES","NO",84
367429554,"NO","NO",11
367456610,"YES","NO",63
367457203,"NO","NO",67
367459038,"NO","NO",3
367489228,"NO","NO",1
367493635,"NO","NO",12
367539648,"NO","NO",33
367574847,"YES","NO",20
367595221,"NO","NO",11
367619794,"NO","NO",0
367629495,"NO","NO",3
367649253,"NO","NO",0
367665260,"YES","YES",84
367670421,"NO","NO",2
367700848,"NO","NO",10
367706040,"NO","NO",5
367729608,"YES","NO",330
367731703,"NO","NO",3
367733617,"NO","NO",1
367739181,"YES","YES",590
367744027,"NO","NO",7
367751712,"NO","NO",1
367756464,"YES","NO",32
367766083,"NO","NO",5
367766677,"NO","NO",426
367786806,"NO","NO",1
367796657,"NO","NO",0
367829496,"NO","NO",16
367832719,"YES","NO",16
367841057,"YES","NO",30
367867832,"NO","NO",29
367916420,"YES","YES",1364
367921277,"NO","NO",16
367943317,"YES","YES",53
367965163,"NO","NO",3
367967474,"NO","NO",0
367985434,"YES","NO",48
367989483,"NO","NO",6
367994217,"NO","NO",0
368024940,"YES","NO",11
368025192,"YES","NO",180
368046598,"YES","NO",8
368057702,"NO","NO",0
368096051,"NO","NO",3
368105413,"NO","NO",2
368124896,"YES","NO",115
368134397,"NO","NO",0
368183291,"YES","YES",1016
368199303,"YES","NO",175
368222947,"NO","NO",9
368229768,"YES","NO",43
368232735,"NO","NO",32
368236145,"NO","NO",10
368276114,"NO","NO",13
368297493,"NO","NO",47
368313919,"NO","NO",1
368340559,"NO","NO",0
368367367,"YES","NO",56
368399888,"NO","NO",2
368436108,"YES","NO",117
368444993,"NO","NO",3
368449234,"NO","NO",14
368451797,"YES","YES",176
368461782,"NO","NO",3
368471912,"YES","NO",29
368479472,"NO","NO",4
368503644,"YES","NO",26
368509937,"NO","NO",24
368599685,"NO","NO",6
368618483,"NO","NO",2
368622667,"NO","NO",4
368624408,"NO","NO",2667
368627696,"NO","NO",24
368647532,"NO","NO",0
368660470,"YES","NO",8
368671793,"YES","NO",31
368678597,"YES","NO",52
368694088,"NO","NO",23
368723627,"NO","NO",123
368769826,"NO","NO",12
368789387,"YES","NO",50
368791876,"YES","NO",64
368794506,"YES","NO",43
368812575,"YES","NO",95
368887822,"YES","NO",145
368889340,"NO","NO",17
368963689,"YES","NO",61
369002663,"NO","NO",0
369034316,"NO","NO",17
369060103,"YES","YES",456
369072859,"NO","NO",17
369084546,"NO","NO",138
369162965,"NO","NO",1
369170904,"YES","NO",23
369182490,"NO","NO",2
369192808,"NO","NO",15
369204280,"NO","NO",1
369222389,"YES","NO",15
369230992,"NO","NO",1
369267695,"NO","NO",0
369318673,"NO","NO",7
369331471,"NO","NO",4
369334865,"NO","NO",76
369377024,"NO","NO",3
369390399,"NO","NO",1
369424731,"NO","NO",3
369482993,"NO","NO",14
369531839,"NO","NO",7
369553691,"NO","NO",19
369557424,"YES","NO",53
369565148,"YES","YES",1114
369571617,"NO","NO",4
369588591,"NO","NO",3
369602827,"YES","NO",59
369621880,"NO","NO",1
369640335,"NO","NO",188
369656397,"YES","YES",77
369704924,"NO","NO",1
369708010,"NO","NO",3
369714463,"NO","NO",4
369730979,"NO","NO",5
369736151,"NO","NO",111
369743612,"NO","NO",1
369780405,"YES","NO",41
369797254,"NO","NO",14
369827517,"NO","NO",0
369842196,"NO","NO",20
369848662,"NO","NO",0
369863284,"NO","NO",0
369864784,"YES","NO",75
369903313,"NO","NO",16
369913151,"NO","NO",16
369925956,"NO","NO",4
369964291,"NO","NO",67
369967389,"NO","NO",1
369996765,"NO","NO",3
370013610,"NO","NO",17
370025187,"YES","NO",55
370029728,"NO","NO",93
370039856,"NO","NO",7
370073004,"YES","NO",43
370111483,"NO","NO",5
370163431,"NO","NO",2
370179911,"NO","NO",71
370251905,"NO","NO",20
370252559,"NO","NO",0
370272818,"YES","NO",12
370302993,"NO","NO",5
370312713,"NO","NO",1
370314938,"NO","NO",0
370342347,"YES","NO",71
370358646,"NO","NO",1
370387599,"YES","NO",150
370414140,"NO","NO",5
370452220,"YES","YES",43
370453970,"NO","NO",6
370495870,"YES","YES",49
370540838,"YES","NO",44
370558147,"NO","NO",7
370565224,"NO","NO",11
370580809,"NO","NO",5
370648772,"YES","NO",46
370700318,"NO","NO",0
370712601,"NO","NO",14
370724231,"YES","YES",15
370730232,"NO","NO",90
370736485,"NO","NO",25
370745436,"YES","YES",35
370767218,"YES","NO",28
370792243,"NO","NO",55
370850245,"YES","NO",17
370859855,"NO","NO",0
370864412,"YES","NO",35
370901288,"NO","NO",4
370930922,"NO","NO",0
370942450,"YES","YES",13
370964584,"YES","NO",21
370992939,"YES","YES",50
371002878,"YES","YES",1404
371009315,"NO","NO",10
371013629,"NO","NO",35
371076274,"YES","NO",63
371095356,"NO","NO",33
371171099,"NO","NO",13
371209173,"NO","NO",1
371209556,"NO","NO",9
371269810,"NO","NO",0
371296762,"NO","NO",8
371310125,"YES","NO",53
371346007,"YES","NO",45
371346818,"YES","NO",92
371354305,"NO","NO",0
371377472,"NO","NO",0
371387313,"NO","NO",0
371396307,"YES","NO",421
371474691,"NO","NO",5
371573338,"YES","YES",2264
371580305,"NO","NO",32
371599834,"NO","NO",28
371605370,"NO","NO",1
371607179,"YES","NO",58
371610383,"NO","NO",4
371628298,"YES","NO",19
371650222,"YES","NO",1318
371666466,"YES","NO",13
371708222,"NO","NO",6
371711772,"NO","NO",4
371712912,"NO","NO",56
371765514,"YES","NO",37
371789883,"NO","NO",2
371823271,"NO","NO",2
371832672,"YES","NO",23
371849193,"NO","NO",42
371851921,"NO","NO",4
371870037,"NO","NO",0
371879821,"NO","NO",0
371883759,"NO","NO",9
371906246,"NO","NO",45
371933320,"YES","NO",20
371948224,"NO","NO",1
371951131,"NO","NO",1
371979962,"YES","NO",116
372011068,"YES","YES",92
372019099,"YES","NO",55
372040087,"NO","NO",1
372165372,"NO","NO",25
372205294,"NO","NO",57
372225491,"NO","NO",326
372236991,"YES","NO",53
372285411,"NO","NO",37
372294011,"YES","NO",44
372313859,"NO","NO",4
372322280,"YES","NO",81
372326003,"NO","NO",2
372335234,"NO","NO",4
372347183,"YES","NO",131
372354745,"YES","NO",408
372453423,"YES","NO",27
372465214,"NO","NO",0
372493011,"YES","YES",147
372507818,"YES","NO",93
372541527,"NO","NO",0
372544025,"NO","NO",2
372548329,"NO","NO",16
372553215,"NO","NO",5
372592530,"YES","NO",55
372621243,"NO","NO",7
372661520,"YES","YES",39
372663681,"NO","NO",4
372675750,"YES","NO",69
372708819,"NO","NO",1
372732705,"YES","NO",17
372740108,"NO","NO",0
372893417,"YES","NO",98
372930048,"NO","NO",5
372963947,"NO","NO",0
372965154,"YES","YES",83
372969267,"NO","NO",4
373065329,"NO","NO",1
373084155,"YES","NO",34
373113221,"NO","NO",1
373122077,"NO","NO",1
373123462,"YES","NO",479
373149445,"NO","NO",0
373159025,"NO","NO",2
373177985,"YES","YES",171
373185075,"YES","NO",37
373194944,"NO","NO",1
373201197,"YES","NO",32
373227423,"NO","NO",10
373234434,"NO","NO",12
373236370,"NO","NO",19
373239985,"NO","NO",4
373241142,"NO","NO",31
373244168,"NO","NO",14
373286981,"NO","NO",7
373302077,"YES","NO",89
373307606,"YES","NO",82
373350373,"NO","NO",13
373356232,"YES","NO",73
373368980,"YES","YES",5549
373385617,"YES","NO",93
373409052,"NO","NO",15
373442995,"NO","NO",4
373443367,"YES","YES",72
373493173,"NO","NO",0
373494121,"NO","NO",1
373511248,"YES","YES",93
373535495,"NO","NO",8
373542777,"NO","NO",21
373557829,"YES","NO",118
373582594,"NO","NO",3
373587961,"NO","NO",28
373591932,"YES","NO",31
373658245,"NO","NO",0
373660266,"YES","NO",56
373681319,"YES","NO",136
373693368,"YES","YES",22
373696069,"NO","NO",2
373703023,"NO","NO",6
373736258,"YES","NO",67
373770819,"NO","NO",3
373773915,"YES","NO",42
373820851,"YES","NO",44
373834398,"YES","NO",192
373852333,"YES","NO",129
373856269,"YES","NO",37
373879736,"YES","NO",14
373996225,"NO","NO",0
374002654,"NO","NO",9
374016535,"NO","NO",3
374038369,"YES","NO",226
374053602,"NO","NO",7
374056470,"NO","NO",4
374101405,"NO","NO",1
374113631,"NO","NO",16
374151636,"YES","NO",32
374170658,"NO","NO",2
374172507,"NO","NO",33
374189573,"YES","NO",150
374199081,"YES","NO",78
374202876,"YES","YES",390
374209419,"NO","NO",3
374262244,"YES","NO",62
374299601,"YES","NO",38
374303398,"NO","NO",72
374320531,"NO","NO",2
374367392,"YES","YES",140
374406622,"YES","NO",157
374424371,"NO","NO",2
374446639,"YES","YES",999
374449509,"NO","NO",0
374452135,"NO","NO",0
374524179,"YES","YES",222
374586512,"NO","NO",1
374606176,"NO","NO",6
374607530,"NO","NO",14
374608965,"NO","NO",7
374611082,"YES","NO",139
374634502,"YES","NO",71
374646684,"YES","NO",216
374659907,"NO","NO",6
374662364,"NO","NO",1
374695190,"NO","NO",15
374707459,"YES","NO",22
374725660,"NO","NO",34
374733140,"YES","NO",81
374746825,"YES","NO",56
374765246,"NO","NO",3
374783016,"NO","NO",13
374783088,"YES","NO",16
374797015,"NO","NO",0
374811232,"NO","NO",17
374845478,"NO","NO",0
374850831,"YES","NO",86
374872906,"YES","NO",39
374963538,"NO","NO",5
374976477,"YES","NO",21
374993119,"NO","NO",1
374995978,"YES","NO",103
375008356,"NO","NO",2
375053346,"YES","NO",35
375068979,"NO","NO",0
375085290,"NO","NO",45
375109207,"NO","NO",3
375121181,"YES","NO",27
375124602,"NO","NO",7
375140690,"NO","NO",3
375143870,"NO","NO",1
375155468,"NO","NO",1
375187958,"YES","NO",25
375209155,"YES","YES",315
375217015,"NO","NO",4
375228044,"NO","NO",0
375255045,"YES","YES",462
375259842,"NO","NO",13
375310820,"YES","NO",40
375328557,"YES","YES",118
375345859,"NO","NO",71
375363038,"YES","NO",34
375363299,"NO","NO",5
375395968,"NO","NO",5
375402805,"NO","NO",1
375422225,"NO","NO",7
375432499,"NO","NO",14
375480724,"NO","NO",36
375521316,"NO","NO",0
375559001,"YES","NO",65
375561822,"YES","NO",109
375570186,"YES","NO",28
375628791,"NO","NO",4
375637774,"NO","NO",88
375664945,"NO","NO",28
375680374,"NO","NO",4
375709459,"YES","YES",10096
375713315,"NO","NO",13
375737996,"NO","NO",5
375775276,"NO","NO",4
375795377,"YES","NO",187
375827078,"NO","NO",9
375882921,"NO","NO",9
375895609,"YES","NO",47
375945453,"YES","NO",27
375977024,"YES","NO",12
375990404,"NO","NO",18
376015009,"YES","YES",380
376018042,"NO","NO",0
376035511,"NO","NO",3
376049127,"NO","NO",0
376056701,"YES","YES",626
376111487,"NO","NO",34
376131629,"YES","NO",74
376151203,"NO","NO",3
376161003,"NO","NO",0
376187383,"YES","NO",48
376227307,"NO","NO",139
376262372,"NO","NO",20
376300278,"NO","NO",19
376352244,"NO","NO",2
376362172,"NO","NO",2
376388332,"YES","YES",43
376419260,"YES","NO",87
376430455,"NO","NO",0
376462342,"NO","NO",119
376464873,"NO","NO",29
376477615,"YES","NO",123
376480127,"NO","NO",85
376495740,"YES","YES",2211
376521181,"YES","NO",124
376543393,"YES","NO",7
376577753,"YES","YES",191
376643616,"NO","NO",1
376649516,"NO","NO",23
376661586,"NO","NO",1
376663967,"YES","NO",84
376684674,"NO","NO",1
376692905,"YES","NO",148
376704521,"NO","NO",4
376726177,"NO","NO",21
376735745,"YES","NO",8
376748065,"YES","NO",4789
376751616,"NO","NO",4
376758440,"NO","NO",23
376809192,"YES","NO",51
376931555,"NO","NO",0
376949764,"YES","NO",20
376962465,"NO","NO",16
376965155,"NO","NO",273
376965442,"NO","NO",7
377007265,"NO","NO",3
377011119,"NO","NO",5
377016315,"YES","NO",22
377023108,"NO","NO",31
377028958,"NO","NO",9
377068550,"NO","NO",13
377094477,"YES","NO",110
377109974,"NO","NO",2
377117430,"YES","NO",479
377148811,"NO","NO",4
377150141,"NO","NO",1
377161172,"YES","NO",56
377166768,"NO","NO",133
377187994,"NO","NO",7
377220084,"NO","NO",0
377226958,"NO","NO",0
377230755,"NO","NO",0
377287467,"YES","NO",16
377304406,"YES","NO",35
377326101,"YES","NO",24
377327282,"YES","YES",1586
377380012,"YES","NO",50
377383906,"NO","NO",8
377433951,"YES","YES",184
377471679,"YES","NO",38
377477377,"NO","NO",1
377479728,"YES","NO",44
377490181,"YES","NO",35
377492094,"YES","NO",24
377502432,"YES","NO",259
377507516,"YES","NO",56
377522026,"YES","YES",27
377530252,"YES","NO",162
377539505,"YES","YES",35
377624501,"NO","NO",0
377647697,"NO","NO",38
377759812,"YES","NO",34
377761136,"NO","NO",3
377797778,"YES","NO",117
377826326,"YES","NO",147
377877694,"NO","NO",17
377899657,"NO","NO",1
377919791,"NO","NO",16
377924602,"NO","NO",12
377951023,"YES","YES",37
377955010,"NO","NO",1
377957558,"NO","NO",28
377970769,"NO","NO",0
377996723,"NO","NO",0
378003505,"NO","NO",0
378103434,"NO","NO",24
378114811,"NO","NO",0
378121092,"NO","NO",3
378131366,"YES","YES",267
378151398,"NO","NO",2
378153385,"YES","YES",90
378174093,"NO","NO",26
378181309,"YES","NO",167
378187712,"NO","NO",48
378216978,"YES","NO",85
378217821,"NO","NO",9
378219126,"YES","NO",10
378299202,"NO","NO",9
378301351,"NO","NO",7
378304279,"YES","NO",62
378309390,"YES","NO",326
378326833,"NO","NO",2
378334500,"NO","NO",0
378343351,"YES","NO",26
378356734,"YES","NO",101
378385743,"YES","NO",49
378439575,"NO","NO",50
378484486,"NO","NO",24
378490116,"NO","NO",39
378499140,"NO","NO",0
378514880,"YES","NO",5
378519708,"NO","NO",4
378537772,"NO","NO",0
378585393,"NO","NO",2
378596385,"NO","NO",0
378634768,"YES","NO",11
378640291,"NO","NO",3
378649930,"YES","YES",1271
378681360,"YES","NO",38
378696016,"NO","NO",1
378706426,"YES","NO",106
378712607,"YES","NO",661
378724979,"YES","NO",77
378726399,"NO","NO",9
378732525,"NO","NO",7
378746327,"YES","NO",108
378751964,"NO","NO",2
378752259,"YES","NO",52
378758707,"NO","NO",16
378777759,"YES","NO",42
378797372,"YES","NO",216
378834309,"YES","YES",7
378841238,"NO","NO",12
378845549,"NO","NO",4
378877576,"YES","NO",321
378893437,"NO","NO",8
378895671,"YES","NO",61
378922591,"NO","NO",18
378935559,"YES","NO",417
378936773,"NO","NO",44
379025075,"YES","NO",15
379117511,"YES","YES",114
379118354,"YES","NO",89
379126337,"NO","NO",35
379156799,"NO","NO",4
379194621,"YES","NO",5396
379224807,"NO","NO",21
379264480,"NO","NO",24
379266425,"NO","NO",1
379274775,"YES","YES",156
379278730,"NO","NO",94
379295163,"NO","NO",61
379295802,"NO","NO",37
379353626,"NO","NO",0
379381378,"YES","YES",11
379382216,"YES","NO",12
379388268,"NO","NO",18
379429304,"YES","YES",301
379437689,"YES","NO",417
379439945,"YES","NO",150
379451208,"YES","YES",1203
379493352,"NO","NO",1
379503059,"YES","YES",335
379505997,"NO","NO",4
379536384,"NO","NO",4
379558284,"NO","NO",1
